Track Name,Artist,Album,Genre,Popularity
Ahora Dice,Chris Jedi;J Balvin;Ozuna;Arcangel,En la nada,latin,0
La Llevo Al Cielo,Chris Jedi;Anuel AA;Chencho Corleone;Ñengo Flow,Bájale como 7500,latin,3
La Llevo Al Cielo,Chris Jedi;Anuel AA;Chencho Corleone;Ñengo Flow,Esto me suena a Farra,latin,2
La Llevo Al Cielo,Chris Jedi;Anuel AA;Chencho Corleone;Ñengo Flow,Última Misión Reggaeton,latin,0
I'm Like A Bird,Nelly Furtado,OO's Music Grandi Successi,latin,1
Azul,Zoé,noches de lluvia,latin,0
La Llevo Al Cielo,Chris Jedi;Anuel AA;Chencho Corleone;Ñengo Flow,Clásicos de ahora: Perreo,latin,0
Ojos Marrones,Lasso,Alternativo diferente latino,latin,0
Dale Hasta Abajo,Chris Jedi;Joey Montana,Del gusto de hermanos,latin,0
Maneater,Nelly Furtado,Halloween 2022,latin,0
Maneater,Nelly Furtado,Halloween Scary Party,latin,0
Maneater,Nelly Furtado,Halloween Party 2022,latin,0
Dale Hasta Abajo,Chris Jedi;Joey Montana,Queda poco para la PAES 2.0,latin,0
Arrullo De Estrellas,Zoé,tardes tranqui,latin,0
Antes De Ti,Mon Laferte,Café en casa,latin,1
Amor Completo,Mon Laferte,tardes tranqui,latin,0
Amor Completo,Mon Laferte,noches de lluvia,latin,0
Tu Falta De Querer,Mon Laferte,Rock un sentimiento vol. I,latin,0
Plata Ta Tá,Mon Laferte;Guaynaa,Halloween 2022 Perreo Vol. 5,latin,2
Mi Buen Amor,Mon Laferte;Enrique Bunbury,Rock un sentimiento vol. I,latin,0
Igual Que Ayer,Los Enanitos Verdes,Triste Hora,latin,0
Nostálgico,Rvssian;Rauw Alejandro;Chris Brown,Nostálgico,latin,80
Somebody's Me,Enrique Iglesias,Insomniac (New International Version Spanish),latin,51
Bailando - Spanish Version,Enrique Iglesias;Descemer Bueno;Gente De Zona,SEX AND LOVE (Deluxe),latin,55
"1, 2, 3",Sofía Reyes;Jason Derulo;De La Ghetto,It's You - Fresh Hits,latin,0
"1, 2, 3",Sofía Reyes;Jason Derulo;De La Ghetto,Comme un lundi,latin,0
"1, 2, 3",Sofía Reyes;Jason Derulo;De La Ghetto,I'm Blue - Hits of 2022,latin,0
La Llevo Al Cielo,Chris Jedi;Anuel AA;Chencho Corleone;Ñengo Flow,El perreo es el futuro,latin,0
Ay Corazón,Cali Y El Dandee,Perreo Tenebroso Vol. 5,latin,0
Sirena,Cali Y El Dandee,Para entrar en calor,latin,1
El Doctorado,Tony Dize,El Doctorado,latin,60
SKR,Zoé,Alternativo diferente latino,latin,0
Jueves,La Oreja de Van Gogh,Éxitos del Pop en Español de los Años 2000,latin,0
Tonight (I'm Fuckin' You),Enrique Iglesias;Ludacris;DJ Frank E,Euphoria,latin,64
Danza Kuduro,Don Omar;Lucenzo,Fast Five (Original Motion Picture Soundtrack),latin,70
Te Felicito,Shakira;Rauw Alejandro,Te Felicito,latin,90
"Whenever, Wherever",Shakira,Laundry Service,latin,75
"Sol, Playa Y Arena","Tito ""El Bambino""",Perreo Tenebroso Vol. 1,latin,0
Siente El Boom,"Tito ""El Bambino"";Randy",Halloween con perreito,latin,0
Siente El Boom,"Tito ""El Bambino"";Randy",Última Misión Reggaeton,latin,0
Flow Natural,"Tito ""El Bambino"";Beenie Man;Ines",Halloween con perreito,latin,0
Tuyo Siempre,Andrés Calamaro;Vicentico,Pañuelos al viento,latin,1
La Nave Del Olvido,Cristian Castro,Halloween 2022 Pop Vol. 1,latin,0
Transito Lento,Andrés Calamaro,Música para casa,latin,0
Quisiera - En Directo En La Voz / 2022,Ricardo Montaner;Alejo Alvarez;Dandara Guinares;Elias Manuel Pardal;Emanuel Maximiliano Cerrudo;Julia Ferrón;Leonardo Jurado;Naiquen Galizio,La Voz 2022 (8vos - Episodio 3 / En Directo),latin,0
Enganchate Conmigo,Andrés Calamaro;Juanes;Niño Josele,Música para casa,latin,0
Una Noche Más,Mariah Angeliq,Feliz Cumpleaños con Perreo,latin,0
Una Noche Más,Mariah Angeliq,Esto No Se Le Dedica A Cualquiera,latin,0
Sucio Y Lento,Mariah Angeliq;Lele Pons,Perreo Tenebroso Vol. 2,latin,0
Candela,Alvaro Soler;Nico Santos,Mega Hits Autumn/Fall 2022,latin,1
Perreito,Mariah Angeliq,Reggeaton Imperdible,latin,0
PPP,Kevin Roldan,Feliz Cumpleaños con Perreo,latin,0
PPP,Kevin Roldan,Reggeaton Imperdible,latin,0
Hasta Abajo,Kevin Roldan;Bryant Myers;Lyanno,Halloween 2022 Perreo Vol. 1,latin,0
PPP,Kevin Roldan,Perreo en Halloween,latin,1
El Mismo Sol - Radio Edit,Alvaro Soler;Don Lore V,"Latin Dancefloor Monsters, Vol. 2",latin,0
La Cintura,Alvaro Soler,Tutti in piscina Canzoni per bambini,latin,0
Solo Para Ti,Alvaro Soler;Topic,Arbeitsmusik Herbst/Winter 2022/2023,latin,0
PPP,Kevin Roldan,Fiesta portatil,latin,0
Deseo,Kevin Roldan;Wisin,Queda poco para la PAES 2.0,latin,0
Mamasita,Kevin Roldan,Hora del taco sin auto,latin,0
Neverita,Bad Bunny,Un Verano Sin Ti,latin,93
Promiscuous,Nelly Furtado;Timbaland,Loose,latin,82
Problemón,Alvaro Diaz;Rauw Alejandro,Noche de Halloween Latino,latin,1
Ramona Flowers,Alvaro Diaz,Alternativo diferente latino,latin,0
Problemón,Alvaro Diaz;Rauw Alejandro,Última Misión Reggaeton,latin,0
BOBO,Mariah Angeliq;Bad Gyal;Maria Becerra,Reggeaton Imperdible,latin,2
Miénteme,Mariah Angeliq,Halloween 2022 Perreo Vol. 5,latin,0
Diablita,Mariah Angeliq,Feliz Cumpleaños con Perreo,latin,0
Perreito,Mariah Angeliq,El perreo es el futuro,latin,0
Perreito,Mariah Angeliq,Frescura y Perreo,latin,0
Perreito,Mariah Angeliq,Perreo en Halloween,latin,0
Ser O Parecer,RBD;Anahí;Dulce María;Maite Perroni;Christian Chávez;Christopher von Uckermann;Alfonso Herrera,Halloween 2022 Pop Vol. 4,latin,0
Taxi,Mariah Angeliq;Guaynaa,Noche de Halloween Latino,latin,0
Como Eran Las Cosas,Babasónicos,noches de lluvia,latin,0
Chantaje (feat. Maluma),Shakira;Maluma,El Dorado,latin,76
Viaje,Farruko,Viaje,latin,70
LENTITO,Alvaro Diaz,Homecoming Latin Party,latin,0
Problemón,Alvaro Diaz;Rauw Alejandro,Noche de Halloween Latino,latin,1
Pantysito,Alejo;Feid;ROBI,Frescura y Perreo,latin,0
Pantysito,Alejo;Feid;ROBI,Feliz Cumpleaños con Perreo,latin,1
Pantysito,Alejo;Feid;ROBI,Halloween con perreito,latin,0
Pantysito,Alejo;Feid;ROBI,Homecoming Latin Party,latin,0
Santería,Lola Indigo;Danna Paola;Denise Rosenthal,Clásicos de ahora: Perreo,latin,0
DISCOTEKA,Lola Indigo;Maria Becerra,Esto me suena a Farra,latin,0
Santería,Lola Indigo;Danna Paola;Denise Rosenthal,El perreo es el futuro,latin,0
Más Fuerte,Greeicy,Halloween 2022 Perreo Vol. 4,latin,0
Santería,Lola Indigo;Danna Paola;Denise Rosenthal,Bájale como 7500,latin,0
Destino,Greeicy;Nacho,Regageton Para Niños,latin,1
Destino,Greeicy;Nacho,Bájale como 7500,latin,0
La Niña de la Escuela,Lola Indigo;TINI;Belinda,Halloween 2022 Pop Vol. 5,latin,0
Ni Una Sola Palabra,Paulina Rubio,Retro Baladas,latin,0
Me Quema,Paulina Rubio,Halloween 2022 Pop Vol. 4,latin,0
LOKERA,Rauw Alejandro;Lyanno;Brray,LOKERA,latin,91
La La La (Brazil 2014) (feat. Carlinhos Brown),Shakira;Carlinhos Brown,"The 2014 FIFA World Cup Official Album: One Love, One Rhythm",latin,62
Celoso,Lele Pons,Celoso,latin,67
Good Vibes - Official Remix,Fuego;Nicky Jam;De La Ghetto;Amenazzy;C. Tangana,Halloween 2022 Perreo Vol. 4,latin,3
Vive La Vida,Chino & Nacho;Sixto Rein,Halloween 2022 Perreo Vol. 4,latin,1
Niña Bonita,Chino & Nacho,Queda poco para la PAES 2.0,latin,0
Andas En Mi Cabeza,Chino & Nacho;Daddy Yankee,Regageton Para Niños,latin,1
La Buena - Remix,Nacho;Yandel;Zion;Justin Quiles;Elkeretumba,pov: it's 2021,latin,0
Andas En Mi Cabeza - Remix,Chino & Nacho;Daddy Yankee;Don Omar;Wisin,Perreo Tenebroso Vol. 1,latin,0
Mona Lisa,Nacho;Nicky Jam,Hora del taco sin auto,latin,0
04:22,Ozuna;Danny Ocean,04:22,latin,57
Mañana,Ozuna,Mañana,latin,65
Un Reel,Ozuna;TINI,Un Reel,latin,62
Mar Chiquita,Ozuna;Pedro Capó,OzuTochi,latin,62
04:22,Ozuna;Danny Ocean,OzuTochi,latin,63
Favorita,Ozuna,OzuTochi,latin,64
Te Pienso,Ozuna,OzuTochi,latin,66
El Cel,Ozuna;Chencho Corleone;Arcangel;J Balvin;Randy,OzuTochi,latin,63
El Perdón (with Enrique Iglesias),Nicky Jam;Enrique Iglesias,Fénix,latin,74
Ayer La Vi,Angel Y Khriz,Queda poco para la PAES 2.0,latin,0
Mocca - Remix,Lalo Ebratt;J Balvin;Trapical,Halloween 2022 Perreo Vol. 1,latin,0
Déjate Querer,Lalo Ebratt;Sebastian Yatra;Yera;Trapical Minds,Queda poco para la PAES 2.0,latin,0
Caraluna,Bacilos,Tropical Vibes,latin,0
11 Y 6,Fito Paez,Rock x siempre,latin,0
Optimista,Caloncho,Alternativo diferente latino,latin,0
Para Amarnos Más,Mijares,Retro Baladas,latin,0
Para Amarnos Más,Mijares,Halloween 2022 Pop Vol. 4,latin,0
Ram Pam Pam,Natti Natasha;Becky G,Ram Pam Pam,latin,69
Gracias,Moderatto,Perreo Tenebroso Vol. 3,latin,0
Caballero,Moderatto;KAROL G,Halloween 2022 Perreo Vol. 5,latin,0
"One, Two, Three, GO!",Belanova,Halloween 2022 Pop Vol. 5,latin,0
Tus Ojos,Belanova,Halloween 2022 Pop Vol. 4,latin,0
Solo Ideales,La Ley,Rock un sentimiento vol. I,latin,0
Amiga Mía,Los Prisioneros,Rock un sentimiento vol. I,latin,0
Prisioneros De La Piel,La Ley,Rock un sentimiento vol. I,latin,0
Si Tu No Estas Aqui,La Ley,Rock un sentimiento vol. I,latin,0
Estrechez De Corazón,Los Prisioneros,Rock un sentimiento vol. I,latin,0
Que Canten Los Niños,José Luis Perales;Rolando Villazón;Aleix Aiken Anderson Jané;Slovak National Symphony Orchestra;Allan Wilson;James Hayto;Chris Pearson;Darran Muller;Apollo Voices;Graham Foote,Classical Christmas,latin,0
Mambo No. 5 (a Little Bit of...),Lou Bega,A Little Bit of Mambo,latin,77
Billetes Azules,KEVVO;J Balvin,Perreo Tenebroso Vol. 4,latin,0
Pasarela,Ñejo & Dalmata,Perreo en Halloween,latin,2
Un Poco Más De Frío,Cami,Café en casa,latin,0
Querida Rosa,Cami,Modo trabajación,latin,0
Favela,Antônio Carlos Jobim,Chill in Brazil,latin,0
Quién Fuera,Los Bunkers,Modo trabajación,latin,0
Yendo De La Cama Al Living,Charly García,Rock x siempre,latin,0
Color Esperanza,Diego Torres,Éxitos del Pop en Español de los Años 2000,latin,0
Si No Es Ahora,Timbiriche,Retro Baladas,latin,0
Demoliendo Hoteles,Charly García,Rock x siempre,latin,0
Al Final De Este Viaje En La Vida,Los Bunkers;Manuel García,Rock un sentimiento vol. I,latin,0
Ángel Para Un Final,Los Bunkers,Rock un sentimiento vol. I,latin,0
Normal,Feid,Reggaeton Mix Perreito,latino,2
Si Te La Encuentras Por Ahí,Feid,Reggeaton Imperdible,latino,2
Quemando Calorías,Feid;Sky Rompiendo,Esto No Se Le Dedica A Cualquiera,latino,7
Ferxxo 100,Feid,Fiesta portatil,latino,3
Feliz Cumpleaños Ferxxo,Feid,Última Misión Reggaeton,latino,0
Feliz Cumpleaños Ferxxo,Feid,El perreo es el futuro,latino,0
Feliz Cumpleaños Ferxxo,Feid,Halloween con perreito,latino,0
911,Feid;Nacho,Para entrar en calor,latino,2
LA CANCIÓN,J Balvin;Bad Bunny,Feliz Cumpleaños con Perreo,latino,2
QUE PRETENDES,J Balvin;Bad Bunny,Última Misión Reggaeton,latino,0
UN PESO,J Balvin;Bad Bunny;Marciano Cantero,FELIZ CUMPLEAÑOS,latino,3
UN PESO,J Balvin;Bad Bunny;Marciano Cantero,Reggaeton Mix Perreito,latino,3
Una Nota,J Balvin;Sech,FELIZ CUMPLEAÑOS,latino,2
OTRO FILI,J Balvin;Jay Wheeler,Esto No Se Le Dedica A Cualquiera,latino,3
Dónde Estarás,J Balvin,Perreo Tenebroso Vol. 4,latino,0
No Es Justo,J Balvin;Zion & Lennox,Regageton Para Niños,latino,3
Sigue,J Balvin;Ed Sheeran,Mega Hits Autumn/Fall 2022,latino,4
Reggaeton,J Balvin,Perreo Tenebroso Vol. 4,latino,0
Morado,J Balvin,Perreo Tenebroso Vol. 5,latino,0
Morado,J Balvin,Halloween 2022 Perreo Vol. 5,latino,2
Sigo Extrañándote,J Balvin,Carrete con besties,latino,0
Feliz Cumpleaños Ferxxo,Feid,Clásicos de ahora: Perreo,latino,0
Morado,J Balvin,Hora del taco sin auto,latino,2
In Da Getto,J Balvin;Skrillex,pov: it's 2021,latino,0
Sin Compromiso,J Balvin,Queda poco para la PAES 2.0,latino,0
Poblado - Remix,J Balvin;KAROL G;Nicky Jam;Crissin;Totoy El Frio;Natan & Shander,Homecoming Latin Party,latino,0
LA CANCIÓN,J Balvin;Bad Bunny,Reggeaton Imperdible,latino,2
Otra Noche Sin Ti,J Balvin;Khalid,noches de lluvia,latino,0
BOMBÓN,Daddy Yankee;El Alfa;Lil Jon,Feliz Cumpleaños con Perreo,latino,8
Vuelve,Daddy Yankee;Bad Bunny,Reggaeton Mix Perreito,latino,5
QUE PRETENDES,J Balvin;Bad Bunny,Feliz Cumpleaños con Perreo,latino,2
Rosa,J Balvin,Halloween 2022 Pop Vol. 5,latino,3
Qué Más Pues?,J Balvin;Maria Becerra,El perreo es el futuro,latino,0
Qué Más Pues?,J Balvin;Maria Becerra,Halloween 2022 Perreo Vol. 4,latino,1
Ahora,J Balvin,Perreo Tenebroso Vol. 5,latino,0
RUMBATÓN,Daddy Yankee,Clásicos de ahora: Perreo,latino,0
Ginza,J Balvin,Esto me suena a Farra,latino,2
Sigo Extrañándote,J Balvin,Para entrar en calor,latino,2
RUMBATÓN,Daddy Yankee,Feliz Cumpleaños con Perreo,latino,1
Pasarela,Daddy Yankee,Queda poco para la PAES 2.0,latino,0
Limbo,Daddy Yankee,Feliz Cumpleaños con Perreo,latino,2
La Noche De Los Dos,Daddy Yankee;Natalia Jiménez,Halloween con perreito,latino,0
X ÚLTIMA VEZ,Daddy Yankee;Bad Bunny,Halloween con perreito,latino,0
X ÚLTIMA VEZ,Daddy Yankee;Bad Bunny,Bájale como 7500,latino,1
Definitivamente,Daddy Yankee;Sech,Halloween 2022 Perreo Vol. 5,latino,3
RUMBATÓN,Daddy Yankee,Frescura y Perreo,latino,2
RUMBATÓN,Daddy Yankee,Reggeaton Imperdible,latino,5
RUMBATÓN,Daddy Yankee,Halloween con perreito,latino,0
Secreto,Anuel AA;KAROL G,Perreo en Halloween,latino,2
Dura,Daddy Yankee,Feliz Cumpleaños con Perreo,latino,3
Ven Conmigo,Daddy Yankee;Prince Royce,Perreo Tenebroso Vol. 2,latino,0
Secreto,Anuel AA;KAROL G,Bájale como 7500,latino,2
Pam Pam,Wisin & Yandel,Perreo Tenebroso Vol. 2,latino,0
Secreto,Anuel AA;KAROL G,Clásicos de ahora: Perreo,latino,0
Noche De Sexo,Wisin & Yandel;Anthony Santos,Última Misión Reggaeton,latino,0
Dura - Remix,Daddy Yankee;Natti Natasha;Becky G;Bad Bunny,Homecoming Latin Party,latino,0
Algo Me Gusta De Ti,Wisin & Yandel;Chris Brown;T-Pain,Homecoming Latin Party,latino,0
CÓMO SE SIENTE - Remix,Jhayco;Bad Bunny,Reggaeton Mix Perreito,latino,0
CÓMO SE SIENTE - Remix,Jhayco;Bad Bunny,Halloween 2022 Perreo Vol. 5,latino,0
CÓMO SE SIENTE - Remix,Jhayco;Bad Bunny,Perreo en Halloween,latino,2
CÓMO SE SIENTE - Remix,Jhayco;Bad Bunny,Esto No Se Le Dedica A Cualquiera,latino,0
Algo Me Gusta De Ti,Wisin & Yandel;Chris Brown;T-Pain,Regageton Para Niños,latino,1
Ley Seca,Jhayco;Anuel AA,Homecoming Latin Party,latino,0
Somos Iguales,Jhayco;Zion & Lennox,Perreo Tenebroso Vol. 3,latino,0
CÓMO SE SIENTE - Remix,Jhayco;Bad Bunny,Bájale como 7500,latino,0
No Me Conoce - Remix,Jhayco;J Balvin;Bad Bunny,FELIZ CUMPLEAÑOS,latino,2
No Me Conoce - Remix,Jhayco;J Balvin;Bad Bunny,Esto me suena a Farra,latino,1
Dile,Don Omar,FELIZ CUMPLEAÑOS,latino,1
Ley Seca,Jhayco;Anuel AA,Esto me suena a Farra,latino,0
No Me Conoce - Remix,Jhayco;J Balvin;Bad Bunny,Perreo Tenebroso Vol. 4,latino,0
Sensual Bebé,Jhayco,El perreo es el futuro,latino,0
Hooka,Don Omar;Plan B,Feliz Cumpleaños con Perreo,latino,2
AEIOU,Justin Quiles;Robin Schulz,From The Ashes - New Beats,latino,0
Christian Dior,Jhayco,Perreo Tenebroso Vol. 4,latino,0
Salió El Sol,Don Omar,Feliz Cumpleaños con Perreo,latino,0
Costear - Remix,Jhayco;Mariah Angeliq;Eq,Perreo Tenebroso Vol. 3,latino,0
Guaya Guaya,Don Omar,Perreo en Halloween,latino,3
Se Menea,Don Omar;Nio Garcia,Feliz Cumpleaños con Perreo,latino,1
Dale Don Dale,Don Omar,Esto me suena a Farra,latino,1
La Bachata,Manuel Turizo,La Bachata,latino,98
Te Pue' Cuidar,Brray;Rauw Alejandro,Última Misión Reggaeton,latino,0
Te Pue' Cuidar,Brray;Rauw Alejandro,FELIZ CUMPLEAÑOS,latino,1
Vacilón,Don Omar,Fiesta Reggaeton 2010s,latino,2
Noche de Novela,Paulo Londra;Ed Sheeran,Daily Pop Mix,latino,0
Salió El Sol,Don Omar,Perreo en Halloween,latino,1
Bomba,Don Omar,Perreo Tenebroso Vol. 1,latino,0
Pobre Diabla,Don Omar,Halloween 2022 Perreo Vol. 5,latino,2
Salió El Sol,Don Omar,Perreo Tenebroso Vol. 3,latino,0
Te Quiero Pa´Mi,Don Omar;Zion & Lennox,Perreo Tenebroso Vol. 3,latino,0
Salió El Sol,Don Omar,Homecoming Latin Party,latino,0
Bichotes Con Clase,Brray,Homecoming Latin Party,latino,0
No Sigue Modas Aka Ella No Sigue Modas,Don Omar;Juan Magán,Perreo Tenebroso Vol. 4,latino,0
Zumba,Don Omar,Fiesta portatil,latino,2
Ojitos Lindos,Bad Bunny;Bomba Estéreo,Un Verano Sin Ti,latino,95
X,Nicky Jam;J Balvin,Intimo,latino,74
Bipolar,Chris Jedi;Ozuna;Brytiago,Perreo Tenebroso Vol. 4,latino,0
Dispo,Brytiago;Jhayco,Perreo Tenebroso Vol. 2,latino,0
Ahora Dice,Chris Jedi;J Balvin;Ozuna;Arcangel,Halloween 2022 Pop Vol. 5,latino,0
La Llevo Al Cielo,Chris Jedi;Anuel AA;Chencho Corleone;Ñengo Flow,Clásicos de ahora: Perreo,latino,0
Dale Hasta Abajo,Chris Jedi;Joey Montana,Del gusto de hermanos,latino,0
Ay Corazón,Cali Y El Dandee,Perreo Tenebroso Vol. 5,latino,0
La Llevo Al Cielo,Chris Jedi;Anuel AA;Chencho Corleone;Ñengo Flow,Homecoming Latin Party,latino,0
LENTITO,Alvaro Diaz,El perreo es el futuro,latino,0
LENTITO,Alvaro Diaz,Alternativo diferente latino,latino,0
Llori Pari,Alvaro Diaz;Feid;Tainy,FELIZ CUMPLEAÑOS,latino,1
Lo Prohibido,Mariah Angeliq;Casper Magico,El perreo es el futuro,latino,0
Pantysito,Alejo;Feid;ROBI,FELIZ CUMPLEAÑOS,latino,0
Pantysito,Alejo;Feid;ROBI,Reggaeton Mix Perreito,latino,0
Problemón,Alvaro Diaz;Rauw Alejandro,Homecoming Latin Party,latino,0
Usted,Juan Magán;Mala Rodríguez,Perreo Tenebroso Vol. 3,latino,0
Tentándome,Juan Magán;Maffio,Perreo Tenebroso Vol. 2,latino,0
Sucio Y Lento,Mariah Angeliq;Lele Pons,Perreo Tenebroso Vol. 2,latino,0
Vuelve,Juan Magán;Paulina Rubio;DCS,Queda poco para la PAES 2.0,latino,0
Perreito,Mariah Angeliq,Reggeaton Imperdible,latino,0
Si No Te Quisiera,Juan Magán;Belinda;Lapiz Conciente,Carrete con besties,latino,0
Si No Te Quisiera,Juan Magán;Belinda;Lapiz Conciente,Para entrar en calor,latino,0
Siente El Boom,"Tito ""El Bambino"";Randy",Halloween con perreito,latino,0
BOBO,Mariah Angeliq;Bad Gyal;Maria Becerra,Clásicos de ahora: Perreo,latino,0
Last Christmas,Mariah Angeliq,Ya huele a buñuelos,latino,0
Hasta Abajo,Kevin Roldan;Bryant Myers;Lyanno,Perreo Tenebroso Vol. 5,latino,0
PPP,Kevin Roldan,Reggaeton Mix Perreito,latino,2
La Tóxica,Mariah Angeliq,Feliz Cumpleaños con Perreo,latino,0
PPP,Kevin Roldan,Esto me suena a Farra,latino,0
La Tóxica,Mariah Angeliq,FELIZ CUMPLEAÑOS,latino,0
Perreito,Mariah Angeliq,Perreo Tenebroso Vol. 5,latino,0
Mala De Verdad,Mariah Angeliq,Frescura y Perreo,latino,0
Una Noche Más,Mariah Angeliq,Esto No Se Le Dedica A Cualquiera,latino,0
Sucio Y Lento,Mariah Angeliq;Lele Pons,Esto me suena a Farra,latino,0
Sucio Y Lento,Mariah Angeliq;Lele Pons,Verano en Junio,latino,0
Deseo,Kevin Roldan;Wisin,Queda poco para la PAES 2.0,latino,0
Hasta Abajo,Kevin Roldan;Bryant Myers;Lyanno,Esto No Se Le Dedica A Cualquiera,latino,0
DÁKITI,Bad Bunny;Jhayco,DÁKITI,latino,83
Del Mar,Ozuna;Doja Cat;Sia,Enoc,latino,75
04:22,Ozuna;Danny Ocean,04:22,latino,57
Un Reel,Ozuna;TINI,Un Reel,latino,62
Mañana,Ozuna,OzuTochi,latino,73
Mar Chiquita,Ozuna;Pedro Capó,OzuTochi,latino,62
Tarot,Bad Bunny;Jhayco,Un Verano Sin Ti,latino,91
Hey Mor,Ozuna;Feid,OzuTochi,latino,76
Te Marchaste,Ozuna,OzuTochi,latino,59
Somos Iguales,Ozuna;Tokischa;Louchie Lou;Michie One,OzuTochi,latino,58
Loco Por Llegar,Fuego,Fiesta Reggaeton 2010s,latino,0
PPP,Kevin Roldan,FELIZ CUMPLEAÑOS,latino,0
Loka Loka,J Alvarez;Sak Luke;DJ Valdi,Canciones de Regueton,latino,0
Niña Bonita,Chino & Nacho,Halloween 2022 Perreo Vol. 3,latino,0
You Make Me Feel (Higha),Chino & Nacho;Baroni,Perreo Tenebroso Vol. 4,latino,0
Party,Bad Bunny;Rauw Alejandro,Un Verano Sin Ti,latino,90
Limbo,Daddy Yankee,Prestige,latino,75
Vive La Vida,Chino & Nacho;Sixto Rein,Halloween 2022 Perreo Vol. 4,latino,1
Na De Na,"Angel Y Khriz;Gocho ""El Lápiz De Platino"";John Eric",Halloween con perreito,latino,0
Te Regalo Amores,R.K.M & Ken-Y,Queda poco para la PAES 2.0,latino,0
Niña Bonita,Chino & Nacho,Carrete con besties,latino,0
Parece Modelo,Nacho;Jeeiph,Fiesta Reggaeton 2010s,latino,0
Báilame - Remix,Nacho;Yandel;Bad Bunny;Mambo Kingz;DJ Luian,Perreo Tenebroso Vol. 3,latino,0
Mona Lisa,Nacho;Nicky Jam,Halloween 2022 Perreo Vol. 1,latino,0
Voy Subiendo,"Héctor ""El Father""",Perreo Tenebroso Vol. 1,latino,0
La Buena - Remix,Nacho;Yandel;Zion;Justin Quiles;Elkeretumba,pov: it's 2021,latino,0
Báilame - Remix,Nacho;Yandel;Bad Bunny;Mambo Kingz;DJ Luian,Reggeaton Imperdible,latino,1
Boomerang,Lalo Ebratt;Trapical,Fiesta portatil,latino,0
Te Reto,Alexis y Fido;Yandel,Noche de Halloween Latino,latino,1
LA CANCIÓN,J Balvin;Bad Bunny,OASIS,latino,88
LA NOCHE DE ANOCHE,Bad Bunny;ROSALÍA,EL ÚLTIMO TOUR DEL MUNDO,latino,82
Todo De Ti,Rauw Alejandro,Todo De Ti,latino,82
Problemón,Alvaro Diaz;Rauw Alejandro,Problemón,latino,71
Mirándote,Rvfv,Mirándote,latino,67
Ram Pam Pam,Natti Natasha;Becky G,Ram Pam Pam,latino,69
Junio,Maluma,Junio,latino,81
NO COGEMOS ESA,Cauty;Hozwal,Frescura y Perreo,latino,0
Solos - Remix,Tony Dize;Plan B;Don Omar,Perreo De Halloween Vol. 2,latino,50
No Te Va,Joey Montana;Lalo Ebratt,Perreo Tenebroso Vol. 3,latino,0
Te Lo Advertí,Ecko,Rap x siempre,latino,0
La Fila,Luny Tunes;Don Omar;Sharlene;Maluma,Queda poco para la PAES 2.0,latino,0
La Melodía,Joey Montana,Queda poco para la PAES 2.0,latino,0
Moribundo,Joey Montana;De La Ghetto,Del gusto de hermanos,latino,0
Reggaeton De Antes,Ecko;Mariah Angeliq,Perreo Tenebroso Vol. 4,latino,0
Everything,Joey Montana;Danna Paola;NASRI,Halloween 2022 Perreo Vol. 4,latino,0
Me Llamas,Jairo Vera,Pa K Te Enamore,latino,52
Pasarela,Ñejo & Dalmata,Reggeaton Imperdible,latino,0
Suena El Dembow,Joey Montana;Sebastian Yatra,Perreo en Halloween,latino,1
Algo Me Gusta De Ti,Wisin & Yandel;Chris Brown;T-Pain,Líderes,latino,76
AEIOU,Justin Quiles;Robin Schulz,AEIOU,latino,74
La Llevo Al Cielo (Ft. Ñengo Flow),Chris Jedi;Anuel AA;Chencho Corleone;Ñengo Flow,La Llevo Al Cielo (Ft. Ñengo Flow),latino,88
Dime,Revol;J Balvin;Bad Bunny;Arcangel;De La Ghetto,Halloween 2022 Perreo Vol. 4,latino,3
BOMBÓN,Daddy Yankee;El Alfa;Lil Jon,LEGENDADDY,latino,78
Prohibidox,Feid,FELIZ CUMPLEAÑOS FERXXO TE PIRATEAMOS EL ÁLBUM,latino,86
Hikaru Nara (Shigatsu Wa Kimi No Uso) [feat. Animelmack],Berioska;Animelmack,Hikaru Nara (Shigatsu Wa Kimi No Uso) [feat. Animelmack],latino,52
